naam,naam_lang,code,type,land,uic_code,eva_code,lat,lng
London StP,London St. Pancras Int.,STP,MEGA_STATION,GB,7015400,7004428,51.531437,-0.126136
Günzburg,Günzburg,MGZB,SNELTREIN_STATION,D,8002084,8000139,48.460226,10.278707
Augsburg,Augsburg Hbf,MA,SNELTREIN_STATION,D,8002140,8000013,48.3654307143927,10.88547706604
Berlin Ost,Berlin Ostbahnhof,BHF,KNOOPPUNT_INTERCITY_STATION,D,8003004,8010255,52.5104989,13.4346995
Berlin-Spa,Berlin-Spandau,BSPD,INTERCITY_STATION,D,8003025,8010404,52.5343152,13.1989467
Berlin Gsb,Berlin Gesundbrunnen,GSB,INTERCITY_STATION,D,8007799,8011102,52.5486327,13.3904267
Schwerte,Schwerte (Ruhr),ESRT,STOPTREIN_STATION,D,8008016,8000037,51.442281,7.55896
Hagen,Hagen Hbf,HAGEN,KNOOPPUNT_SNELTREIN_STATION,D,8008073,8000142,51.362747,7.460249
Wupp-Vohw,Wuppertal-Vohwinkel,WUPPV,STOPTREIN_STATION,D,8008082,8006718,51.23351,7.07237
Düsseldrf,Düsseldorf Hbf,DUSSEL,MEGA_STATION,D,8008094,8000085,51.220146,6.793137
Ennepetal,Ennepetal,EENP,STOPTREIN_STATION,D,8008134,8001795,51.304892,7.343285
Schwelm,Schwelm,KSWE,STOPTREIN_STATION,D,8008136,8000033,51.290526,7.289681
Wup'tal O,Wuppertal Oberbarmen,KWO,STOPTREIN_STATION,D,8008138,8006719,51.273839,7.221483
Wuppertal,Wuppertal Hbf,WUPPH,STOPTREIN_STATION,D,8008140,8000266,51.25433,7.14939
Wup'tal-B,Wuppertal-Barmen,KWBA,STOPTREIN_STATION,D,8008142,8006596,51.267082,7.195929
Hamm,Hamm (Westf.),HAMM,KNOOPPUNT_STOPTREIN_STATION,D,8010002,8000149,51.678078,7.807821
Dortmund,Dortmund Hbf,EDO,KNOOPPUNT_INTERCITY_STATION,D,8010053,8000080,51.517896,7.45929
Lünen Hbf,Lünen Hbf,ELUE,STOPTREIN_STATION,D,8010098,8000239,51.61713,7.52949
Preussen,Preussen,EPRN,STOPTREIN_STATION,D,8010100,8004883,51.58833,7.53933
Dortmund D,Dortmund Derne,EDD,STOPTREIN_STATION,D,8010101,8001530,51.56754,7.52855
Dortmund K,Dortmund Kirchderne,EDKD,STOPTREIN_STATION,D,8010102,8001533,51.547076,7.510099
Oberhausen,Oberhausen Hbf,OBERH,KNOOPPUNT_STOPTREIN_STATION,D,8010263,8000286,51.47512,6.852038
Ob-Sterkr,Oberhausen-Sterkrade,OBERHS,STOPTREIN_STATION,D,8010266,8004542,51.512222,6.843611
Wesel,Wesel,WESEL,STOPTREIN_STATION,D,8010275,8000242,51.655833,6.627222
Emmerich,Emmerich,EM,KNOOPPUNT_STOPTREIN_STATION,D,8010288,8001773,51.834283,6.255718
Duisburg,Duisburg Hbf,DUISB,KNOOPPUNT_INTERCITY_STATION,D,8010316,8000086,51.4297785713316,6.77590370178222
Unna,Unna,EUN,STOPTREIN_STATION,D,8010382,8000171,51.5385828,7.6953056
H'wickede,Holzwickede,EHZW,STOPTREIN_STATION,D,8010384,8000392,51.504767,7.619647
Bönen,Bönen,EBEO,STOPTREIN_STATION,D,8010385,8001061,51.598015,7.757296
Frankfurt,Frankfurt (M) Hbf,FFFM,KNOOPPUNT_INTERCITY_STATION,D,8011068,8000105,50.1071222,8.6638338
Wolfsburg,Wolfsburg Hbf,HWOB,SNELTREIN_STATION,D,8013017,8006552,52.429492,10.788195
Hannover H,Hannover Hbf,HANN,MEGA_STATION,D,8013552,8000152,52.3770401,9.7416759
Minden,Minden (Westf),MINDEN,STOPTREIN_STATION,D,8013578,8000252,52.290138,8.934728
Bad Oeynh,Bad Oeynhausen,OEYNH,INTERCITY_STATION,D,8013585,8000732,52.205461,8.796932
Bielefeld,Bielefeld Hbf,BIELEF,STOPTREIN_STATION,D,8013597,8000036,52.029261,8.532722
Mannheim,Mannheim Hbf,MANNHE,INTERCITY_STATION,D,8014008,8000244,49.479354,8.468921
Karlsruhe,Karlsruhe Hbf,KARLSR,INTERCITY_STATION,D,8014228,8000191,48.9936223,8.400743
Offenburg,Offenburg,RO,SNELTREIN_STATION,D,8014309,8000290,48.476475,7.946723
Freiburg,Freiburg (Breisgau) Hbf,RF,SNELTREIN_STATION,D,8014350,8000107,47.99789,7.84134
Basel Bad,Basel Bad Bf,BASELB,STOPTREIN_STATION,D,8014431,8000026,47.56815,7.6073
Viersen,Viersen,VIERS,STOPTREIN_STATION,D,8015122,8000174,51.25516,6.40388
Dülken,Dülken,KDUL,INTERCITY_STATION,D,8015125,8001571,51.257149,6.33793
Boisheim,Boisheim,KBOI,INTERCITY_STATION,D,8015128,8001072,51.274323,6.274591
Breyell,Breyell,KBRY,INTERCITY_STATION,D,8015129,8001180,51.294615,6.241174
Kaldenkir,Kaldenkirchen,KN,STOPTREIN_STATION,D,8015130,8000190,51.327184,6.203225
Neuss,Neuss Hbf,NEUSS,STOPTREIN_STATION,D,8015149,8000274,51.20444,6.68468
Mönchengl,Mönchengladbach Hbf,MCGB,KNOOPPUNT_INTERCITY_STATION,D,8015165,8000253,51.196583,6.446111
Herzogenr,Herzogenrath,HZ,STOPTREIN_STATION,D,8015190,8002806,50.870916,6.094486
Aachen W,Aachen West,AW,STOPTREIN_STATION,D,8015199,8000404,50.78036,6.070715
Aachen,Aachen Hbf,AHBF,KNOOPPUNT_INTERCITY_STATION,D,8015345,8000001,50.7678,6.091499
Köln Hbf,Köln Hbf,KOLN,MEGA_STATION,D,8015458,8000207,50.9432158,6.9589214
Bonn Hbf,Bonn Hbf,BONN,STOPTREIN_STATION,D,8015485,8000044,50.7320141646745,7.09712505340576
Köln Messe,Köln Messe/Deutz,KKD,MEGA_STATION,D,8015561,8003368,50.940874,6.975001
Siegburg,Siegburg/Bonn,KSB,STOPTREIN_STATION,D,8015588,8005556,50.7939411,7.2030017
Koblenz,Koblenz Hbf,KKO,INTERCITY_STATION,D,8019023,8000206,50.351085,7.588649
Mainz Hbf,Mainz Hbf,FMZ,INTERCITY_STATION,D,8019051,8000240,50.001117,8.25872
München,München Hbf,MUNCHH,MEGA_STATION,D,8020347,8000261,48.1402033359505,11.558346748352
Dülmen,Dülmen,EDULH,STOPTREIN_STATION,D,8021005,8000083,51.827927,7.295756
Münster,Münster (Westf) Hbf,MUNST,KNOOPPUNT_INTERCITY_STATION,D,8021011,8000263,51.956892,7.635895
Osnabrück,Osnabrück Hbf,OSNH,MEGA_STATION,D,8021025,8000294,52.272851,8.061781
Rheine,Rheine,RHEINE,KNOOPPUNT_INTERCITY_STATION,D,8021067,8000316,52.276299,7.434255
Leer,Leer (Ostfriesl),LEER,STOPTREIN_STATION,D,8021091,8000225,53.23165,7.465283
Bork,Bork (Westf),EBOK,STOPTREIN_STATION,D,8021111,8001097,51.66988,7.45664
Selm,Selm,ESEM,STOPTREIN_STATION,D,8021112,8005525,51.707885,7.453396
Lü'hausen,Lüdinghausen,ELDH,STOPTREIN_STATION,D,8021113,8003783,51.76184,7.43165
Lette,Lette (Kr Coesfeld),ELET,STOPTREIN_STATION,D,8021117,8003658,51.8925,7.187
Coesfeld,Coesfeld (Westf),ECMF,STOPTREIN_STATION,D,8021119,8000066,51.939,7.1642
Selm-B,Selm-Beifang,ESEB,STOPTREIN_STATION,D,8021120,8005526,51.692947,7.454829
Rosend-H,Rosendahl-Holtwick,EHW,STOPTREIN_STATION,D,8021121,8002972,51.9994672604096,7.1215009689331
Legden,Legden,ELGD,STOPTREIN_STATION,D,8021122,8003608,52.034924,7.088538
Ahaus,Ahaus,EAHS,STOPTREIN_STATION,D,8021123,8000437,52.079796120944,7.01635837554931
Epe (West),Epe (Westf),EEPE,STOPTREIN_STATION,D,8021126,8001808,52.18346,7.03009
Gronau,Gronau (Westf.),G,KNOOPPUNT_STOPTREIN_STATION,D,8021128,8000382,52.21521,7.022109
Steinf-Bur,Steinfurt-Burgsteinfurt,EBFT,STOPTREIN_STATION,D,8021143,8000062,52.147384,7.32934
Münster-H,Münster-Häger,ENBE,STOPTREIN_STATION,D,8021147,8004426,52.022327,7.562668
Altenberge,Altenberge,EABG,STOPTREIN_STATION,D,8021148,8000518,52.05223,7.481202
Nordwalde,Nordwalde,ENOW,STOPTREIN_STATION,D,8021149,8004461,52.077618,7.461706
Steinf-Bor,Steinfurt-Borghorst,EBGO,STOPTREIN_STATION,D,8021150,8001096,52.118791,7.397581
Metelen L.,Metelen Land,EMTE,STOPTREIN_STATION,D,8021151,8004001,52.162444,7.254423
Ochtrup,Ochtrup,EOP,STOPTREIN_STATION,D,8021152,8004613,52.201703,7.182643
Bentheim,Bad Bentheim,BH,KNOOPPUNT_INTERCITY_STATION,D,8021156,8000879,52.309685595156,7.15853691101074
Bünde (W),Bünde (Westf),BUENDE,STOPTREIN_STATION,D,8021173,8000059,52.202075,8.573876
Weener,Weener,WR,STOPTREIN_STATION,D,8021239,8006237,53.16311,7.3442
Münster ZN,Münster (W) Zentrum Nord,ENHF,STOPTREIN_STATION,D,8023783,8004173,51.984987,7.63861
Stendal,Stendal,LS,INTERCITY_STATION,D,8024062,8010334,52.594723,11.854412
Stuttgart,Stuttgart Hbf,TS,KNOOPPUNT_INTERCITY_STATION,D,8029034,8000096,48.784084,9.181635
Plochingen,Plochingen,TP,SNELTREIN_STATION,D,8029060,8000302,48.71308,9.41081
Göppingen,Göppingen,TGO,SNELTREIN_STATION,D,8029066,8000127,48.700191,9.651685
Ulm,Ulm Hbf,TU,SNELTREIN_STATION,D,8029103,8000170,48.399015,9.982165
Limburg S,Limburg Süd,FLB,STOPTREIN_STATION,D,8032572,8003680,50.382498,8.096112
