from_eva,to_eva,traveltime,naam_from,naam_to
8400074,8400340,29,Amsterdam Bijlmer ArenA,Houten
8400080,8400340,58,Almere Centrum,Houten
8400086,8400340,42,Baarn,Houten
8400093,8400340,132,Emmen Zuid,Houten
8400095,8400340,190,Veendam,Houten
8400113,8400340,86,Beverwijk,Houten
8400128,8400340,95,Boxmeer,Houten
8400129,8400340,65,Boxtel,Houten
8400131,8400340,94,Breda,Houten
8400133,8400340,34,Breukelen,Houten
8400139,8400340,165,Buitenpost,Houten
8400151,8400340,75,Castricum,Houten
8400153,8400340,120,Coevorden,Houten
8400167,8400340,91,Dalfsen,Houten
8400170,8400340,67,Delft,Houten
8400173,8400340,73,Deventer,Houten
8400176,8400340,71,Dieren,Houten
8400177,8400340,88,Doetinchem,Houten
8400179,8400340,34,Den Dolder,Houten
8400180,8400340,76,Dordrecht,Houten
8400182,8400340,25,Driebergen-Zeist,Houten
8400194,8400340,40,Duivendrecht,Houten
8400200,8400340,37,Ede-Wageningen,Houten
8400206,8400340,60,Eindhoven,Houten
8400207,8400340,65,Elst,Houten
8400208,8400340,136,Emmen,Houten
8400212,8400340,124,Enschede,Houten
8400218,8400340,111,Etten-Leur,Houten
8400244,8400340,15,Geldermalsen,Houten
8400245,8400340,79,Geldrop,Houten
8400256,8400340,48,Gorinchem,Houten
8400258,8400340,32,Gouda,Houten
8400280,8400340,58,Den Haag HS,Houten
8400282,8400340,51,Den Haag Centraal,Houten
8400285,8400340,66,Haarlem,Houten
8400293,8400340,112,Hardenberg,Houten
8400294,8400340,71,Harderwijk,Houten
8400302,8400340,73,Heemstede-Aerdenhout,Houten
8400305,8400340,119,Heerenveen,Houten
8400306,8400340,94,Heerhugowaard,Houten
8400307,8400340,128,Heerlen,Houten
8400311,8400340,124,Den Helder,Houten
8400313,8400340,86,Helmond,Houten
8400316,8400340,116,Hengelo,Houten
8400319,8400340,35,'s-Hertogenbosch,Houten
8400322,8400340,31,Hilversum,Houten
8400331,8400340,161,Hoogezand-Sappemeer,Houten
8400337,8400340,81,Hoorn,Houten
8400355,8400340,169,Kerkrade Centrum,Houten
8400364,8400340,73,Zaandijk Zaanse Schans,Houten
8400380,8400340,67,Den Haag Laan v NOI,Houten
8400382,8400340,91,Lage Zwaluwe,Houten
8400387,8400340,135,Leeuwarden,Houten
8400390,8400340,58,Leiden Centraal,Houten
8400394,8400340,78,Lelystad Centrum,Houten
8400417,8400340,31,Maarn,Houten
8400424,8400340,136,Maastricht,Houten
8400426,8400340,142,Maastricht Randwyck,Houten
8400428,8400340,105,Mariënberg,Houten
8400434,8400340,152,Meerssen,Houten
8400435,8400340,95,Meppel,Houten
8400452,8400340,38,Naarden-Bussum,Houten
8400454,8400340,128,Nieuw Amsterdam,Houten
8400457,8400340,193,Bad Nieuweschans,Houten
8400470,8400340,67,Nijmegen,Houten
8400487,8400340,98,Ommen,Houten
8400495,8400340,57,Oss,Houten
8400507,8400340,48,Rotterdam Alexander,Houten
8400508,8400340,78,Purmerend,Houten
8400517,8400340,58,Rhenen,Houten
8400523,8400340,96,Roermond,Houten
8400526,8400340,108,Roosendaal,Houten
8400530,8400340,56,Rotterdam Centraal,Houten
8400548,8400340,140,Landgraaf,Houten
8400561,8400340,43,Schiphol Airport,Houten
8400564,8400340,112,Sittard,Houten
8400566,8400340,165,Sneek,Houten
8400567,8400340,48,Soest,Houten
8400578,8400340,105,Steenwijk,Houten
8400596,8400340,33,Tiel,Houten
8400597,8400340,74,Tilburg,Houten
8400606,8400340,7,Utrecht Vaartsche Rijn,Houten
8400615,8400340,88,Uitgeest,Houten
8400620,8400340,19,Utrecht Overvecht,Houten
8400621,8400340,9,Utrecht Centraal,Houten
8400627,8400340,43,Veenendaal Centrum,Houten
8400632,8400340,146,Valkenburg,Houten
8400644,8400340,114,Venlo,Houten
8400646,8400340,107,Venray,Houten
8400652,8400340,159,Vlissingen,Houten
8400684,8400340,82,Weert,Houten
8400685,8400340,51,Weesp,Houten
8400691,8400340,112,Wierden,Houten
8400696,8400340,179,Winschoten,Houten
8400698,8400340,120,Winterswijk,Houten
8400702,8400340,25,Woerden,Houten
8400731,8400340,61,Zaandam,Houten
8400735,8400340,69,Zevenaar,Houten
8400741,8400340,51,Zoetermeer,Houten
8400742,8400340,168,Zuidbroek,Houten
8400744,8400340,82,Zutphen,Houten
8400747,8400340,71,Zwolle,Houten
8400050,8400355,208,Alkmaar,Kerkrade Centrum
8400051,8400355,229,Almelo,Kerkrade Centrum
8400053,8400355,196,Alphen a/d Rijn,Kerkrade Centrum
8400055,8400355,165,Amersfoort,Kerkrade Centrum
8400057,8400355,162,Amsterdam Amstel,Kerkrade Centrum
8400058,8400355,170,Amsterdam Centraal,Kerkrade Centrum
8400059,8400355,180,Amsterdam Sloterdijk,Kerkrade Centrum
8400061,8400355,179,Amsterdam Zuid,Kerkrade Centrum
8400066,8400355,191,Apeldoorn,Kerkrade Centrum
8400071,8400355,155,Arnhem Centraal,Kerkrade Centrum
8400073,8400355,260,Assen,Kerkrade Centrum
8400074,8400355,173,Amsterdam Bijlmer ArenA,Kerkrade Centrum
8400080,8400355,203,Almere Centrum,Kerkrade Centrum
8400086,8400355,183,Baarn,Kerkrade Centrum
8400093,8400355,276,Emmen Zuid,Kerkrade Centrum
8400095,8400355,334,Veendam,Kerkrade Centrum
8400113,8400355,211,Beverwijk,Kerkrade Centrum
8400128,8400355,114,Boxmeer,Kerkrade Centrum
8400129,8400355,106,Boxtel,Kerkrade Centrum
8400131,8400355,136,Breda,Kerkrade Centrum
8400133,8400355,166,Breukelen,Kerkrade Centrum
8400139,8400355,309,Buitenpost,Kerkrade Centrum
8400151,8400355,200,Castricum,Kerkrade Centrum
8400153,8400355,264,Coevorden,Kerkrade Centrum
8400167,8400355,235,Dalfsen,Kerkrade Centrum
8400170,8400355,174,Delft,Kerkrade Centrum
8400173,8400355,202,Deventer,Kerkrade Centrum
8400176,8400355,186,Dieren,Kerkrade Centrum
8400177,8400355,198,Doetinchem,Kerkrade Centrum
8400179,8400355,165,Den Dolder,Kerkrade Centrum
8400180,8400355,174,Dordrecht,Kerkrade Centrum
8400182,8400355,163,Driebergen-Zeist,Kerkrade Centrum
8400194,8400355,184,Duivendrecht,Kerkrade Centrum
8400200,8400355,172,Ede-Wageningen,Kerkrade Centrum
8400206,8400355,85,Eindhoven,Kerkrade Centrum
8400207,8400355,155,Elst,Kerkrade Centrum
8400208,8400355,280,Emmen,Kerkrade Centrum
8400212,8400355,249,Enschede,Kerkrade Centrum
8400218,8400355,169,Etten-Leur,Kerkrade Centrum
8400244,8400355,129,Geldermalsen,Kerkrade Centrum
8400245,8400355,94,Geldrop,Kerkrade Centrum
8400256,8400355,196,Gorinchem,Kerkrade Centrum
8400258,8400355,166,Gouda,Kerkrade Centrum
8400263,8400355,277,Groningen,Kerkrade Centrum
8400280,8400355,182,Den Haag HS,Kerkrade Centrum
8400282,8400355,188,Den Haag Centraal,Kerkrade Centrum
8400285,8400355,195,Haarlem,Kerkrade Centrum
8400293,8400355,256,Hardenberg,Kerkrade Centrum
8400294,8400355,215,Harderwijk,Kerkrade Centrum
8400302,8400355,201,Heemstede-Aerdenhout,Kerkrade Centrum
8400305,8400355,263,Heerenveen,Kerkrade Centrum
8400306,8400355,219,Heerhugowaard,Kerkrade Centrum
8400307,8400355,14,Heerlen,Kerkrade Centrum
8400311,8400355,249,Den Helder,Kerkrade Centrum
8400313,8400355,114,Helmond,Kerkrade Centrum
8400316,8400355,241,Hengelo,Kerkrade Centrum
8400319,8400355,106,'s-Hertogenbosch,Kerkrade Centrum
8400322,8400355,176,Hilversum,Kerkrade Centrum
8400331,8400355,305,Hoogezand-Sappemeer,Kerkrade Centrum
8400337,8400355,213,Hoorn,Kerkrade Centrum
8400340,8400355,145,Houten,Kerkrade Centrum
8400364,8400355,206,Zaandijk Zaanse Schans,Kerkrade Centrum
8400380,8400355,196,Den Haag Laan v NOI,Kerkrade Centrum
8400382,8400355,166,Lage Zwaluwe,Kerkrade Centrum
8400387,8400355,279,Leeuwarden,Kerkrade Centrum
8400390,8400355,204,Leiden Centraal,Kerkrade Centrum
8400394,8400355,222,Lelystad Centrum,Kerkrade Centrum
8400417,8400355,175,Maarn,Kerkrade Centrum
8400424,8400355,38,Maastricht,Kerkrade Centrum
8400426,8400355,51,Maastricht Randwyck,Kerkrade Centrum
8400428,8400355,249,Mariënberg,Kerkrade Centrum
8400434,8400355,32,Meerssen,Kerkrade Centrum
8400435,8400355,239,Meppel,Kerkrade Centrum
8400452,8400355,185,Naarden-Bussum,Kerkrade Centrum
8400454,8400355,272,Nieuw Amsterdam,Kerkrade Centrum
8400457,8400355,337,Bad Nieuweschans,Kerkrade Centrum
8400470,8400355,137,Nijmegen,Kerkrade Centrum
8400487,8400355,242,Ommen,Kerkrade Centrum
8400495,8400355,122,Oss,Kerkrade Centrum
8400507,8400355,177,Rotterdam Alexander,Kerkrade Centrum
8400508,8400355,222,Purmerend,Kerkrade Centrum
8400517,8400355,213,Rhenen,Kerkrade Centrum
8400523,8400355,54,Roermond,Kerkrade Centrum
8400526,8400355,178,Roosendaal,Kerkrade Centrum
8400530,8400355,161,Rotterdam Centraal,Kerkrade Centrum
8400548,8400355,9,Landgraaf,Kerkrade Centrum
8400561,8400355,187,Schiphol Airport,Kerkrade Centrum
8400564,8400355,37,Sittard,Kerkrade Centrum
8400566,8400355,311,Sneek,Kerkrade Centrum
8400567,8400355,173,Soest,Kerkrade Centrum
8400578,8400355,249,Steenwijk,Kerkrade Centrum
8400596,8400355,169,Tiel,Kerkrade Centrum
8400597,8400355,121,Tilburg,Kerkrade Centrum
8400606,8400355,150,Utrecht Vaartsche Rijn,Kerkrade Centrum
8400615,8400355,217,Uitgeest,Kerkrade Centrum
8400620,8400355,157,Utrecht Overvecht,Kerkrade Centrum
8400621,8400355,138,Utrecht Centraal,Kerkrade Centrum
8400627,8400355,187,Veenendaal Centrum,Kerkrade Centrum
8400632,8400355,27,Valkenburg,Kerkrade Centrum
8400644,8400355,82,Venlo,Kerkrade Centrum
8400646,8400355,100,Venray,Kerkrade Centrum
8400652,8400355,243,Vlissingen,Kerkrade Centrum
8400684,8400355,68,Weert,Kerkrade Centrum
8400685,8400355,192,Weesp,Kerkrade Centrum
8400691,8400355,237,Wierden,Kerkrade Centrum
8400696,8400355,323,Winschoten,Kerkrade Centrum
8400698,8400355,245,Winterswijk,Kerkrade Centrum
8400702,8400355,171,Woerden,Kerkrade Centrum
8400731,8400355,186,Zaandam,Kerkrade Centrum
8400735,8400355,173,Zevenaar,Kerkrade Centrum
8400741,8400355,195,Zoetermeer,Kerkrade Centrum
8400742,8400355,312,Zuidbroek,Kerkrade Centrum
8400744,8400355,197,Zutphen,Kerkrade Centrum
8400747,8400355,215,Zwolle,Kerkrade Centrum
8400050,8400364,40,Alkmaar,Zaandijk Zaanse Schans
8400051,8400364,135,Almelo,Zaandijk Zaanse Schans
8400053,8400364,78,Alphen a/d Rijn,Zaandijk Zaanse Schans
8400055,8400364,65,Amersfoort,Zaandijk Zaanse Schans
8400057,8400364,28,Amsterdam Amstel,Zaandijk Zaanse Schans
8400058,8400364,18,Amsterdam Centraal,Zaandijk Zaanse Schans
8400059,8400364,12,Amsterdam Sloterdijk,Zaandijk Zaanse Schans
8400061,8400364,42,Amsterdam Zuid,Zaandijk Zaanse Schans
8400066,8400364,91,Apeldoorn,Zaandijk Zaanse Schans
8400071,8400364,89,Arnhem Centraal,Zaandijk Zaanse Schans
8400073,8400364,146,Assen,Zaandijk Zaanse Schans
8400074,8400364,35,Amsterdam Bijlmer ArenA,Zaandijk Zaanse Schans
8400080,8400364,55,Almere Centrum,Zaandijk Zaanse Schans
8400086,8400364,83,Baarn,Zaandijk Zaanse Schans
8400093,8400364,162,Emmen Zuid,Zaandijk Zaanse Schans
8400095,8400364,220,Veendam,Zaandijk Zaanse Schans
8400113,8400364,31,Beverwijk,Zaandijk Zaanse Schans
8400128,8400364,136,Boxmeer,Zaandijk Zaanse Schans
8400129,8400364,99,Boxtel,Zaandijk Zaanse Schans
8400131,8400364,86,Breda,Zaandijk Zaanse Schans
8400133,8400364,49,Breukelen,Zaandijk Zaanse Schans
8400139,8400364,195,Buitenpost,Zaandijk Zaanse Schans
8400151,8400364,30,Castricum,Zaandijk Zaanse Schans
8400153,8400364,150,Coevorden,Zaandijk Zaanse Schans
8400167,8400364,121,Dalfsen,Zaandijk Zaanse Schans
8400170,8400364,77,Delft,Zaandijk Zaanse Schans
8400173,8400364,103,Deventer,Zaandijk Zaanse Schans
8400176,8400364,112,Dieren,Zaandijk Zaanse Schans
8400177,8400364,129,Doetinchem,Zaandijk Zaanse Schans
8400179,8400364,74,Den Dolder,Zaandijk Zaanse Schans
8400180,8400364,82,Dordrecht,Zaandijk Zaanse Schans
8400182,8400364,73,Driebergen-Zeist,Zaandijk Zaanse Schans
8400194,8400364,33,Duivendrecht,Zaandijk Zaanse Schans
8400200,8400364,78,Ede-Wageningen,Zaandijk Zaanse Schans
8400206,8400364,104,Eindhoven,Zaandijk Zaanse Schans
8400207,8400364,106,Elst,Zaandijk Zaanse Schans
8400208,8400364,166,Emmen,Zaandijk Zaanse Schans
8400212,8400364,165,Enschede,Zaandijk Zaanse Schans
8400218,8400364,115,Etten-Leur,Zaandijk Zaanse Schans
8400244,8400364,89,Geldermalsen,Zaandijk Zaanse Schans
8400245,8400364,113,Geldrop,Zaandijk Zaanse Schans
8400256,8400364,113,Gorinchem,Zaandijk Zaanse Schans
8400258,8400364,72,Gouda,Zaandijk Zaanse Schans
8400263,8400364,163,Groningen,Zaandijk Zaanse Schans
8400280,8400364,68,Den Haag HS,Zaandijk Zaanse Schans
8400282,8400364,68,Den Haag Centraal,Zaandijk Zaanse Schans
8400285,8400364,30,Haarlem,Zaandijk Zaanse Schans
8400293,8400364,142,Hardenberg,Zaandijk Zaanse Schans
8400294,8400364,101,Harderwijk,Zaandijk Zaanse Schans
8400302,8400364,37,Heemstede-Aerdenhout,Zaandijk Zaanse Schans
8400305,8400364,149,Heerenveen,Zaandijk Zaanse Schans
8400306,8400364,51,Heerhugowaard,Zaandijk Zaanse Schans
8400307,8400364,172,Heerlen,Zaandijk Zaanse Schans
8400311,8400364,85,Den Helder,Zaandijk Zaanse Schans
8400313,8400364,120,Helmond,Zaandijk Zaanse Schans
8400316,8400364,148,Hengelo,Zaandijk Zaanse Schans
8400319,8400364,83,'s-Hertogenbosch,Zaandijk Zaanse Schans
8400322,8400364,52,Hilversum,Zaandijk Zaanse Schans
8400331,8400364,191,Hoogezand-Sappemeer,Zaandijk Zaanse Schans
8400337,8400364,42,Hoorn,Zaandijk Zaanse Schans
8400340,8400364,72,Houten,Zaandijk Zaanse Schans
8400355,8400364,203,Kerkrade Centrum,Zaandijk Zaanse Schans
8400380,8400364,65,Den Haag Laan v NOI,Zaandijk Zaanse Schans
8400382,8400364,105,Lage Zwaluwe,Zaandijk Zaanse Schans
8400387,8400364,165,Leeuwarden,Zaandijk Zaanse Schans
8400390,8400364,51,Leiden Centraal,Zaandijk Zaanse Schans
8400394,8400364,77,Lelystad Centrum,Zaandijk Zaanse Schans
8400417,8400364,79,Maarn,Zaandijk Zaanse Schans
8400424,8400364,180,Maastricht,Zaandijk Zaanse Schans
8400426,8400364,186,Maastricht Randwyck,Zaandijk Zaanse Schans
8400428,8400364,135,Mariënberg,Zaandijk Zaanse Schans
8400434,8400364,195,Meerssen,Zaandijk Zaanse Schans
8400435,8400364,125,Meppel,Zaandijk Zaanse Schans
8400452,8400364,50,Naarden-Bussum,Zaandijk Zaanse Schans
8400454,8400364,158,Nieuw Amsterdam,Zaandijk Zaanse Schans
8400457,8400364,223,Bad Nieuweschans,Zaandijk Zaanse Schans
8400470,8400364,108,Nijmegen,Zaandijk Zaanse Schans
8400487,8400364,128,Ommen,Zaandijk Zaanse Schans
8400495,8400364,106,Oss,Zaandijk Zaanse Schans
8400507,8400364,75,Rotterdam Alexander,Zaandijk Zaanse Schans
8400508,8400364,28,Purmerend,Zaandijk Zaanse Schans
8400517,8400364,99,Rhenen,Zaandijk Zaanse Schans
8400523,8400364,140,Roermond,Zaandijk Zaanse Schans
8400526,8400364,119,Roosendaal,Zaandijk Zaanse Schans
8400530,8400364,55,Rotterdam Centraal,Zaandijk Zaanse Schans
8400548,8400364,184,Landgraaf,Zaandijk Zaanse Schans
8400561,8400364,29,Schiphol Airport,Zaandijk Zaanse Schans
8400564,8400364,156,Sittard,Zaandijk Zaanse Schans
8400566,8400364,195,Sneek,Zaandijk Zaanse Schans
8400567,8400364,89,Soest,Zaandijk Zaanse Schans
8400578,8400364,135,Steenwijk,Zaandijk Zaanse Schans
8400596,8400364,115,Tiel,Zaandijk Zaanse Schans
8400597,8400364,103,Tilburg,Zaandijk Zaanse Schans
8400606,8400364,64,Utrecht Vaartsche Rijn,Zaandijk Zaanse Schans
8400615,8400364,11,Uitgeest,Zaandijk Zaanse Schans
8400620,8400364,64,Utrecht Overvecht,Zaandijk Zaanse Schans
8400621,8400364,53,Utrecht Centraal,Zaandijk Zaanse Schans
8400627,8400364,91,Veenendaal Centrum,Zaandijk Zaanse Schans
8400632,8400364,190,Valkenburg,Zaandijk Zaanse Schans
8400644,8400364,148,Venlo,Zaandijk Zaanse Schans
8400646,8400364,148,Venray,Zaandijk Zaanse Schans
8400652,8400364,170,Vlissingen,Zaandijk Zaanse Schans
8400684,8400364,126,Weert,Zaandijk Zaanse Schans
8400685,8400364,40,Weesp,Zaandijk Zaanse Schans
8400691,8400364,144,Wierden,Zaandijk Zaanse Schans
8400696,8400364,209,Winschoten,Zaandijk Zaanse Schans
8400698,8400364,161,Winterswijk,Zaandijk Zaanse Schans
8400702,8400364,60,Woerden,Zaandijk Zaanse Schans
8400731,8400364,6,Zaandam,Zaandijk Zaanse Schans
8400735,8400364,110,Zevenaar,Zaandijk Zaanse Schans
8400741,8400364,96,Zoetermeer,Zaandijk Zaanse Schans
8400742,8400364,198,Zuidbroek,Zaandijk Zaanse Schans
8400744,8400364,115,Zutphen,Zaandijk Zaanse Schans
8400747,8400364,104,Zwolle,Zaandijk Zaanse Schans
8400050,8400380,64,Alkmaar,Den Haag Laan v NOI
8400051,8400380,138,Almelo,Den Haag Laan v NOI
8400053,8400380,30,Alphen a/d Rijn,Den Haag Laan v NOI
8400055,8400380,73,Amersfoort,Den Haag Laan v NOI
8400057,8400380,48,Amsterdam Amstel,Den Haag Laan v NOI
8400058,8400380,43,Amsterdam Centraal,Den Haag Laan v NOI
8400059,8400380,43,Amsterdam Sloterdijk,Den Haag Laan v NOI
8400061,8400380,33,Amsterdam Zuid,Den Haag Laan v NOI
8400066,8400380,100,Apeldoorn,Den Haag Laan v NOI
8400071,8400380,97,Arnhem Centraal,Den Haag Laan v NOI
8400073,8400380,139,Assen,Den Haag Laan v NOI
8400074,8400380,40,Amsterdam Bijlmer ArenA,Den Haag Laan v NOI
8400080,8400380,55,Almere Centrum,Den Haag Laan v NOI
8400086,8400380,76,Baarn,Den Haag Laan v NOI
8400093,8400380,155,Emmen Zuid,Den Haag Laan v NOI
8400095,8400380,213,Veendam,Den Haag Laan v NOI
8400113,8400380,44,Beverwijk,Den Haag Laan v NOI
8400128,8400380,143,Boxmeer,Den Haag Laan v NOI
8400129,8400380,102,Boxtel,Den Haag Laan v NOI
8400131,8400380,55,Breda,Den Haag Laan v NOI
8400133,8400380,56,Breukelen,Den Haag Laan v NOI
8400139,8400380,188,Buitenpost,Den Haag Laan v NOI
8400151,8400380,53,Castricum,Den Haag Laan v NOI
8400153,8400380,143,Coevorden,Den Haag Laan v NOI
8400167,8400380,114,Dalfsen,Den Haag Laan v NOI
8400170,8400380,12,Delft,Den Haag Laan v NOI
8400173,8400380,111,Deventer,Den Haag Laan v NOI
8400176,8400380,119,Dieren,Den Haag Laan v NOI
8400177,8400380,136,Doetinchem,Den Haag Laan v NOI
8400179,8400380,74,Den Dolder,Den Haag Laan v NOI
8400180,8400380,42,Dordrecht,Den Haag Laan v NOI
8400182,8400380,72,Driebergen-Zeist,Den Haag Laan v NOI
8400194,8400380,39,Duivendrecht,Den Haag Laan v NOI
8400200,8400380,87,Ede-Wageningen,Den Haag Laan v NOI
8400206,8400380,97,Eindhoven,Den Haag Laan v NOI
8400207,8400380,113,Elst,Den Haag Laan v NOI
8400208,8400380,159,Emmen,Den Haag Laan v NOI
8400212,8400380,158,Enschede,Den Haag Laan v NOI
8400218,8400380,75,Etten-Leur,Den Haag Laan v NOI
8400244,8400380,89,Geldermalsen,Den Haag Laan v NOI
8400245,8400380,120,Geldrop,Den Haag Laan v NOI
8400256,8400380,71,Gorinchem,Den Haag Laan v NOI
8400258,8400380,34,Gouda,Den Haag Laan v NOI
8400263,8400380,156,Groningen,Den Haag Laan v NOI
8400280,8400380,3,Den Haag HS,Den Haag Laan v NOI
8400282,8400380,3,Den Haag Centraal,Den Haag Laan v NOI
8400285,8400380,31,Haarlem,Den Haag Laan v NOI
8400293,8400380,135,Hardenberg,Den Haag Laan v NOI
8400294,8400380,111,Harderwijk,Den Haag Laan v NOI
8400302,8400380,26,Heemstede-Aerdenhout,Den Haag Laan v NOI
8400305,8400380,142,Heerenveen,Den Haag Laan v NOI
8400306,8400380,82,Heerhugowaard,Den Haag Laan v NOI
8400307,8400380,179,Heerlen,Den Haag Laan v NOI
8400311,8400380,112,Den Helder,Den Haag Laan v NOI
8400313,8400380,110,Helmond,Den Haag Laan v NOI
8400316,8400380,150,Hengelo,Den Haag Laan v NOI
8400319,8400380,90,'s-Hertogenbosch,Den Haag Laan v NOI
8400322,8400380,60,Hilversum,Den Haag Laan v NOI
8400331,8400380,184,Hoogezand-Sappemeer,Den Haag Laan v NOI
8400337,8400380,74,Hoorn,Den Haag Laan v NOI
8400340,8400380,74,Houten,Den Haag Laan v NOI
8400355,8400380,193,Kerkrade Centrum,Den Haag Laan v NOI
8400364,8400380,66,Zaandijk Zaanse Schans,Den Haag Laan v NOI
8400382,8400380,61,Lage Zwaluwe,Den Haag Laan v NOI
8400387,8400380,158,Leeuwarden,Den Haag Laan v NOI
8400390,8400380,8,Leiden Centraal,Den Haag Laan v NOI
8400394,8400380,71,Lelystad Centrum,Den Haag Laan v NOI
8400417,8400380,84,Maarn,Den Haag Laan v NOI
8400424,8400380,170,Maastricht,Den Haag Laan v NOI
8400426,8400380,191,Maastricht Randwyck,Den Haag Laan v NOI
8400428,8400380,128,Mariënberg,Den Haag Laan v NOI
8400434,8400380,185,Meerssen,Den Haag Laan v NOI
8400435,8400380,118,Meppel,Den Haag Laan v NOI
8400452,8400380,73,Naarden-Bussum,Den Haag Laan v NOI
8400454,8400380,151,Nieuw Amsterdam,Den Haag Laan v NOI
8400457,8400380,216,Bad Nieuweschans,Den Haag Laan v NOI
8400470,8400380,115,Nijmegen,Den Haag Laan v NOI
8400487,8400380,121,Ommen,Den Haag Laan v NOI
8400495,8400380,115,Oss,Den Haag Laan v NOI
8400507,8400380,42,Rotterdam Alexander,Den Haag Laan v NOI
8400508,8400380,71,Purmerend,Den Haag Laan v NOI
8400517,8400380,106,Rhenen,Den Haag Laan v NOI
8400523,8400380,139,Roermond,Den Haag Laan v NOI
8400526,8400380,64,Roosendaal,Den Haag Laan v NOI
8400530,8400380,24,Rotterdam Centraal,Den Haag Laan v NOI
8400548,8400380,184,Landgraaf,Den Haag Laan v NOI
8400561,8400380,25,Schiphol Airport,Den Haag Laan v NOI
8400564,8400380,154,Sittard,Den Haag Laan v NOI
8400566,8400380,188,Sneek,Den Haag Laan v NOI
8400567,8400380,82,Soest,Den Haag Laan v NOI
8400578,8400380,128,Steenwijk,Den Haag Laan v NOI
8400596,8400380,108,Tiel,Den Haag Laan v NOI
8400597,8400380,72,Tilburg,Den Haag Laan v NOI
8400606,8400380,67,Utrecht Vaartsche Rijn,Den Haag Laan v NOI
8400615,8400380,64,Uitgeest,Den Haag Laan v NOI
8400620,8400380,66,Utrecht Overvecht,Den Haag Laan v NOI
8400621,8400380,56,Utrecht Centraal,Den Haag Laan v NOI
8400627,8400380,96,Veenendaal Centrum,Den Haag Laan v NOI
8400632,8400380,192,Valkenburg,Den Haag Laan v NOI
8400644,8400380,138,Venlo,Den Haag Laan v NOI
8400646,8400380,155,Venray,Den Haag Laan v NOI
8400652,8400380,115,Vlissingen,Den Haag Laan v NOI
8400684,8400380,125,Weert,Den Haag Laan v NOI
8400685,8400380,58,Weesp,Den Haag Laan v NOI
8400691,8400380,137,Wierden,Den Haag Laan v NOI
8400696,8400380,202,Winschoten,Den Haag Laan v NOI
8400698,8400380,168,Winterswijk,Den Haag Laan v NOI
8400702,8400380,49,Woerden,Den Haag Laan v NOI
8400731,8400380,58,Zaandam,Den Haag Laan v NOI
8400735,8400380,117,Zevenaar,Den Haag Laan v NOI
8400741,8400380,20,Zoetermeer,Den Haag Laan v NOI
8400742,8400380,191,Zuidbroek,Den Haag Laan v NOI
8400744,8400380,125,Zutphen,Den Haag Laan v NOI
8400747,8400380,97,Zwolle,Den Haag Laan v NOI
8400050,8400382,125,Alkmaar,Lage Zwaluwe
8400051,8400382,164,Almelo,Lage Zwaluwe
8400053,8400382,90,Alphen a/d Rijn,Lage Zwaluwe
8400055,8400382,100,Amersfoort,Lage Zwaluwe
8400057,8400382,92,Amsterdam Amstel,Lage Zwaluwe
8400058,8400382,85,Amsterdam Centraal,Lage Zwaluwe
8400059,8400382,81,Amsterdam Sloterdijk,Lage Zwaluwe
8400061,8400382,81,Amsterdam Zuid,Lage Zwaluwe
8400066,8400382,126,Apeldoorn,Lage Zwaluwe
8400071,8400382,114,Arnhem Centraal,Lage Zwaluwe
8400073,8400382,184,Assen,Lage Zwaluwe
8400074,8400382,83,Amsterdam Bijlmer ArenA,Lage Zwaluwe
8400080,8400382,100,Almere Centrum,Lage Zwaluwe
8400086,8400382,118,Baarn,Lage Zwaluwe
8400093,8400382,200,Emmen Zuid,Lage Zwaluwe
8400095,8400382,258,Veendam,Lage Zwaluwe
8400113,8400382,105,Beverwijk,Lage Zwaluwe
8400128,8400382,125,Boxmeer,Lage Zwaluwe
8400129,8400382,71,Boxtel,Lage Zwaluwe
8400131,8400382,11,Breda,Lage Zwaluwe
8400133,8400382,90,Breukelen,Lage Zwaluwe
8400139,8400382,233,Buitenpost,Lage Zwaluwe
8400151,8400382,114,Castricum,Lage Zwaluwe
8400153,8400382,188,Coevorden,Lage Zwaluwe
8400167,8400382,159,Dalfsen,Lage Zwaluwe
8400170,8400382,49,Delft,Lage Zwaluwe
8400173,8400382,137,Deventer,Lage Zwaluwe
8400176,8400382,131,Dieren,Lage Zwaluwe
8400177,8400382,163,Doetinchem,Lage Zwaluwe
8400179,8400382,100,Den Dolder,Lage Zwaluwe
8400180,8400382,11,Dordrecht,Lage Zwaluwe
8400182,8400382,98,Driebergen-Zeist,Lage Zwaluwe
8400194,8400382,89,Duivendrecht,Lage Zwaluwe
8400200,8400382,114,Ede-Wageningen,Lage Zwaluwe
8400206,8400382,66,Eindhoven,Lage Zwaluwe
8400207,8400382,105,Elst,Lage Zwaluwe
8400208,8400382,204,Emmen,Lage Zwaluwe
8400212,8400382,184,Enschede,Lage Zwaluwe
8400218,8400382,31,Etten-Leur,Lage Zwaluwe
8400244,8400382,84,Geldermalsen,Lage Zwaluwe
8400245,8400382,102,Geldrop,Lage Zwaluwe
8400256,8400382,41,Gorinchem,Lage Zwaluwe
8400258,8400382,62,Gouda,Lage Zwaluwe
8400263,8400382,201,Groningen,Lage Zwaluwe
8400280,8400382,55,Den Haag HS,Lage Zwaluwe
8400282,8400382,62,Den Haag Centraal,Lage Zwaluwe
8400285,8400382,92,Haarlem,Lage Zwaluwe
