from_eva,to_eva,traveltime,naam_from,naam_to
8400561,8400051,108,Schiphol Airport,Almelo
8400564,8400051,187,Sittard,Almelo
8400566,8400051,134,Sneek,Almelo
8400567,8400051,112,Soest,Almelo
8400578,8400051,74,Steenwijk,Almelo
8400596,8400051,127,Tiel,Almelo
8400597,8400051,140,Tilburg,Almelo
8400606,8400051,87,Utrecht Vaartsche Rijn,Almelo
8400615,8400051,145,Uitgeest,Almelo
8400620,8400051,92,Utrecht Overvecht,Almelo
8400621,8400051,77,Utrecht Centraal,Almelo
8400627,8400051,114,Veenendaal Centrum,Almelo
8400632,8400051,225,Valkenburg,Almelo
8400644,8400051,175,Venlo,Almelo
8400646,8400051,141,Venray,Almelo
8400652,8400051,223,Vlissingen,Almelo
8400684,8400051,158,Weert,Almelo
8400685,8400051,101,Weesp,Almelo
8400691,8400051,5,Wierden,Almelo
8400696,8400051,148,Winschoten,Almelo
8400698,8400051,94,Winterswijk,Almelo
8400702,8400051,110,Woerden,Almelo
8400731,8400051,124,Zaandam,Almelo
8400735,8400051,103,Zevenaar,Almelo
8400741,8400051,119,Zoetermeer,Almelo
8400742,8400051,132,Zuidbroek,Almelo
8400744,8400051,50,Zutphen,Almelo
8400747,8400051,31,Zwolle,Almelo
8400050,8400053,77,Alkmaar,Alphen a/d Rijn
8400051,8400053,126,Almelo,Alphen a/d Rijn
8400055,8400053,55,Amersfoort,Alphen a/d Rijn
8400057,8400053,54,Amsterdam Amstel,Alphen a/d Rijn
8400058,8400053,56,Amsterdam Centraal,Alphen a/d Rijn
8400059,8400053,56,Amsterdam Sloterdijk,Alphen a/d Rijn
8400061,8400053,46,Amsterdam Zuid,Alphen a/d Rijn
8400066,8400053,82,Apeldoorn,Alphen a/d Rijn
8400071,8400053,80,Arnhem Centraal,Alphen a/d Rijn
8400073,8400053,137,Assen,Alphen a/d Rijn
8400074,8400053,48,Amsterdam Bijlmer ArenA,Alphen a/d Rijn
8400080,8400053,67,Almere Centrum,Alphen a/d Rijn
8400086,8400053,74,Baarn,Alphen a/d Rijn
8400093,8400053,153,Emmen Zuid,Alphen a/d Rijn
8400095,8400053,211,Veendam,Alphen a/d Rijn
8400113,8400053,57,Beverwijk,Alphen a/d Rijn
8400128,8400053,127,Boxmeer,Alphen a/d Rijn
8400129,8400053,90,Boxtel,Alphen a/d Rijn
8400131,8400053,84,Breda,Alphen a/d Rijn
8400133,8400053,32,Breukelen,Alphen a/d Rijn
8400139,8400053,186,Buitenpost,Alphen a/d Rijn
8400151,8400053,66,Castricum,Alphen a/d Rijn
8400153,8400053,141,Coevorden,Alphen a/d Rijn
8400170,8400053,42,Delft,Alphen a/d Rijn
8400173,8400053,94,Deventer,Alphen a/d Rijn
8400176,8400053,103,Dieren,Alphen a/d Rijn
8400177,8400053,120,Doetinchem,Alphen a/d Rijn
8400179,8400053,55,Den Dolder,Alphen a/d Rijn
8400180,8400053,72,Dordrecht,Alphen a/d Rijn
8400182,8400053,46,Driebergen-Zeist,Alphen a/d Rijn
8400194,8400053,51,Duivendrecht,Alphen a/d Rijn
8400200,8400053,69,Ede-Wageningen,Alphen a/d Rijn
8400206,8400053,85,Eindhoven,Alphen a/d Rijn
8400207,8400053,97,Elst,Alphen a/d Rijn
8400208,8400053,157,Emmen,Alphen a/d Rijn
8400212,8400053,154,Enschede,Alphen a/d Rijn
8400218,8400053,104,Etten-Leur,Alphen a/d Rijn
8400244,8400053,59,Geldermalsen,Alphen a/d Rijn
8400245,8400053,104,Geldrop,Alphen a/d Rijn
8400256,8400053,102,Gorinchem,Alphen a/d Rijn
8400258,8400053,23,Gouda,Alphen a/d Rijn
8400263,8400053,154,Groningen,Alphen a/d Rijn
8400280,8400053,33,Den Haag HS,Alphen a/d Rijn
8400282,8400053,33,Den Haag Centraal,Alphen a/d Rijn
8400285,8400053,44,Haarlem,Alphen a/d Rijn
8400293,8400053,133,Hardenberg,Alphen a/d Rijn
8400294,8400053,92,Harderwijk,Alphen a/d Rijn
8400302,8400053,39,Heemstede-Aerdenhout,Alphen a/d Rijn
8400305,8400053,140,Heerenveen,Alphen a/d Rijn
8400306,8400053,95,Heerhugowaard,Alphen a/d Rijn
8400307,8400053,153,Heerlen,Alphen a/d Rijn
8400311,8400053,125,Den Helder,Alphen a/d Rijn
8400313,8400053,111,Helmond,Alphen a/d Rijn
8400316,8400053,139,Hengelo,Alphen a/d Rijn
8400319,8400053,64,'s-Hertogenbosch,Alphen a/d Rijn
8400322,8400053,53,Hilversum,Alphen a/d Rijn
8400331,8400053,182,Hoogezand-Sappemeer,Alphen a/d Rijn
8400337,8400053,86,Hoorn,Alphen a/d Rijn
8400340,8400053,43,Houten,Alphen a/d Rijn
8400355,8400053,192,Kerkrade Centrum,Alphen a/d Rijn
8400364,8400053,78,Zaandijk Zaanse Schans,Alphen a/d Rijn
8400380,8400053,30,Den Haag Laan v NOI,Alphen a/d Rijn
8400382,8400053,91,Lage Zwaluwe,Alphen a/d Rijn
8400387,8400053,156,Leeuwarden,Alphen a/d Rijn
8400390,8400053,14,Leiden Centraal,Alphen a/d Rijn
8400394,8400053,83,Lelystad Centrum,Alphen a/d Rijn
8400417,8400053,52,Maarn,Alphen a/d Rijn
8400424,8400053,161,Maastricht,Alphen a/d Rijn
8400426,8400053,167,Maastricht Randwyck,Alphen a/d Rijn
8400428,8400053,126,Mariënberg,Alphen a/d Rijn
8400434,8400053,177,Meerssen,Alphen a/d Rijn
8400435,8400053,116,Meppel,Alphen a/d Rijn
8400452,8400053,62,Naarden-Bussum,Alphen a/d Rijn
8400454,8400053,149,Nieuw Amsterdam,Alphen a/d Rijn
8400457,8400053,214,Bad Nieuweschans,Alphen a/d Rijn
8400470,8400053,99,Nijmegen,Alphen a/d Rijn
8400487,8400053,119,Ommen,Alphen a/d Rijn
8400495,8400053,87,Oss,Alphen a/d Rijn
8400507,8400053,45,Rotterdam Alexander,Alphen a/d Rijn
8400508,8400053,83,Purmerend,Alphen a/d Rijn
8400517,8400053,90,Rhenen,Alphen a/d Rijn
8400523,8400053,121,Roermond,Alphen a/d Rijn
8400526,8400053,94,Roosendaal,Alphen a/d Rijn
8400530,8400053,54,Rotterdam Centraal,Alphen a/d Rijn
8400548,8400053,165,Landgraaf,Alphen a/d Rijn
8400561,8400053,38,Schiphol Airport,Alphen a/d Rijn
8400564,8400053,137,Sittard,Alphen a/d Rijn
8400566,8400053,186,Sneek,Alphen a/d Rijn
8400567,8400053,78,Soest,Alphen a/d Rijn
8400578,8400053,126,Steenwijk,Alphen a/d Rijn
8400596,8400053,76,Tiel,Alphen a/d Rijn
8400597,8400053,99,Tilburg,Alphen a/d Rijn
8400606,8400053,36,Utrecht Vaartsche Rijn,Alphen a/d Rijn
8400615,8400053,77,Uitgeest,Alphen a/d Rijn
8400620,8400053,38,Utrecht Overvecht,Alphen a/d Rijn
8400621,8400053,27,Utrecht Centraal,Alphen a/d Rijn
8400627,8400053,64,Veenendaal Centrum,Alphen a/d Rijn
8400632,8400053,171,Valkenburg,Alphen a/d Rijn
8400644,8400053,139,Venlo,Alphen a/d Rijn
8400646,8400053,139,Venray,Alphen a/d Rijn
8400652,8400053,145,Vlissingen,Alphen a/d Rijn
8400684,8400053,107,Weert,Alphen a/d Rijn
8400685,8400053,69,Weesp,Alphen a/d Rijn
8400691,8400053,135,Wierden,Alphen a/d Rijn
8400696,8400053,200,Winschoten,Alphen a/d Rijn
8400698,8400053,152,Winterswijk,Alphen a/d Rijn
8400702,8400053,17,Woerden,Alphen a/d Rijn
8400731,8400053,70,Zaandam,Alphen a/d Rijn
8400735,8400053,101,Zevenaar,Alphen a/d Rijn
8400741,8400053,55,Zoetermeer,Alphen a/d Rijn
8400742,8400053,189,Zuidbroek,Alphen a/d Rijn
8400744,8400053,106,Zutphen,Alphen a/d Rijn
8400747,8400053,92,Zwolle,Alphen a/d Rijn
8400050,8400055,80,Alkmaar,Amersfoort
8400051,8400055,62,Almelo,Amersfoort
8400053,8400055,55,Alphen a/d Rijn,Amersfoort
8400057,8400055,37,Amsterdam Amstel,Amersfoort
8400058,8400055,34,Amsterdam Centraal,Amersfoort
8400059,8400055,45,Amsterdam Sloterdijk,Amersfoort
8400061,8400055,34,Amsterdam Zuid,Amersfoort
8400066,8400055,24,Apeldoorn,Amersfoort
8400071,8400055,50,Arnhem Centraal,Amersfoort
8400073,8400055,80,Assen,Amersfoort
8400074,8400055,41,Amsterdam Bijlmer ArenA,Amersfoort
8400080,8400055,42,Almere Centrum,Amersfoort
8400086,8400055,7,Baarn,Amersfoort
8400093,8400055,96,Emmen Zuid,Amersfoort
8400095,8400055,154,Veendam,Amersfoort
8400113,8400055,70,Beverwijk,Amersfoort
8400128,8400055,106,Boxmeer,Amersfoort
8400129,8400055,70,Boxtel,Amersfoort
8400131,8400055,90,Breda,Amersfoort
8400133,8400055,35,Breukelen,Amersfoort
8400139,8400055,129,Buitenpost,Amersfoort
8400151,8400055,69,Castricum,Amersfoort
8400153,8400055,84,Coevorden,Amersfoort
8400167,8400055,55,Dalfsen,Amersfoort
8400170,8400055,68,Delft,Amersfoort
8400173,8400055,35,Deventer,Amersfoort
8400176,8400055,61,Dieren,Amersfoort
8400177,8400055,99,Doetinchem,Amersfoort
8400179,8400055,8,Den Dolder,Amersfoort
8400180,8400055,83,Dordrecht,Amersfoort
8400182,8400055,32,Driebergen-Zeist,Amersfoort
8400194,8400055,29,Duivendrecht,Amersfoort
8400200,8400055,38,Ede-Wageningen,Amersfoort
8400206,8400055,73,Eindhoven,Amersfoort
8400207,8400055,65,Elst,Amersfoort
8400208,8400055,100,Emmen,Amersfoort
8400212,8400055,82,Enschede,Amersfoort
8400218,8400055,104,Etten-Leur,Amersfoort
8400244,8400055,50,Geldermalsen,Amersfoort
8400245,8400055,84,Geldrop,Amersfoort
8400256,8400055,83,Gorinchem,Amersfoort
8400258,8400055,33,Gouda,Amersfoort
8400263,8400055,97,Groningen,Amersfoort
8400280,8400055,59,Den Haag HS,Amersfoort
8400282,8400055,52,Den Haag Centraal,Amersfoort
8400285,8400055,54,Haarlem,Amersfoort
8400293,8400055,76,Hardenberg,Amersfoort
8400294,8400055,28,Harderwijk,Amersfoort
8400302,8400055,60,Heemstede-Aerdenhout,Amersfoort
8400305,8400055,83,Heerenveen,Amersfoort
8400306,8400055,93,Heerhugowaard,Amersfoort
8400307,8400055,148,Heerlen,Amersfoort
8400311,8400055,120,Den Helder,Amersfoort
8400313,8400055,91,Helmond,Amersfoort
8400316,8400055,74,Hengelo,Amersfoort
8400319,8400055,52,'s-Hertogenbosch,Amersfoort
8400322,8400055,12,Hilversum,Amersfoort
8400331,8400055,125,Hoogezand-Sappemeer,Amersfoort
8400337,8400055,72,Hoorn,Amersfoort
8400340,8400055,31,Houten,Amersfoort
8400355,8400055,162,Kerkrade Centrum,Amersfoort
8400364,8400055,65,Zaandijk Zaanse Schans,Amersfoort
8400380,8400055,68,Den Haag Laan v NOI,Amersfoort
8400382,8400055,102,Lage Zwaluwe,Amersfoort
8400387,8400055,99,Leeuwarden,Amersfoort
8400390,8400055,62,Leiden Centraal,Amersfoort
8400394,8400055,68,Lelystad Centrum,Amersfoort
8400417,8400055,38,Maarn,Amersfoort
8400424,8400055,139,Maastricht,Amersfoort
8400426,8400055,160,Maastricht Randwyck,Amersfoort
8400428,8400055,69,Mariënberg,Amersfoort
8400434,8400055,154,Meerssen,Amersfoort
8400435,8400055,59,Meppel,Amersfoort
8400452,8400055,22,Naarden-Bussum,Amersfoort
8400454,8400055,92,Nieuw Amsterdam,Amersfoort
8400457,8400055,157,Bad Nieuweschans,Amersfoort
8400470,8400055,78,Nijmegen,Amersfoort
8400487,8400055,62,Ommen,Amersfoort
8400495,8400055,79,Oss,Amersfoort
8400507,8400055,49,Rotterdam Alexander,Amersfoort
8400508,8400055,81,Purmerend,Amersfoort
8400517,8400055,58,Rhenen,Amersfoort
8400523,8400055,108,Roermond,Amersfoort
8400526,8400055,108,Roosendaal,Amersfoort
8400530,8400055,57,Rotterdam Centraal,Amersfoort
8400548,8400055,153,Landgraaf,Amersfoort
8400561,8400055,43,Schiphol Airport,Amersfoort
8400564,8400055,123,Sittard,Amersfoort
8400566,8400055,129,Sneek,Amersfoort
8400567,8400055,28,Soest,Amersfoort
8400578,8400055,69,Steenwijk,Amersfoort
8400596,8400055,74,Tiel,Amersfoort
8400597,8400055,76,Tilburg,Amersfoort
8400606,8400055,23,Utrecht Vaartsche Rijn,Amersfoort
8400615,8400055,76,Uitgeest,Amersfoort
8400620,8400055,17,Utrecht Overvecht,Amersfoort
8400621,8400055,13,Utrecht Centraal,Amersfoort
8400627,8400055,50,Veenendaal Centrum,Amersfoort
8400632,8400055,161,Valkenburg,Amersfoort
8400644,8400055,119,Venlo,Amersfoort
8400646,8400055,118,Venray,Amersfoort
8400652,8400055,159,Vlissingen,Amersfoort
8400684,8400055,94,Weert,Amersfoort
8400685,8400055,30,Weesp,Amersfoort
8400691,8400055,70,Wierden,Amersfoort
8400696,8400055,143,Winschoten,Amersfoort
8400698,8400055,94,Winterswijk,Amersfoort
8400702,8400055,37,Woerden,Amersfoort
8400731,8400055,55,Zaandam,Amersfoort
8400735,8400055,78,Zevenaar,Amersfoort
8400741,8400055,52,Zoetermeer,Amersfoort
8400742,8400055,132,Zuidbroek,Amersfoort
8400744,8400055,48,Zutphen,Amersfoort
8400747,8400055,35,Zwolle,Amersfoort
8400050,8400057,45,Alkmaar,Amsterdam Amstel
8400051,8400057,101,Almelo,Amsterdam Amstel
8400053,8400057,55,Alphen a/d Rijn,Amsterdam Amstel
8400055,8400057,37,Amersfoort,Amsterdam Amstel
8400058,8400057,7,Amsterdam Centraal,Amsterdam Amstel
8400059,8400057,16,Amsterdam Sloterdijk,Amsterdam Amstel
8400061,8400057,15,Amsterdam Zuid,Amsterdam Amstel
8400066,8400057,63,Apeldoorn,Amsterdam Amstel
8400071,8400057,55,Arnhem Centraal,Amsterdam Amstel
8400073,8400057,121,Assen,Amsterdam Amstel
8400074,8400057,6,Amsterdam Bijlmer ArenA,Amsterdam Amstel
8400080,8400057,29,Almere Centrum,Amsterdam Amstel
8400086,8400057,50,Baarn,Amsterdam Amstel
8400093,8400057,137,Emmen Zuid,Amsterdam Amstel
8400095,8400057,195,Veendam,Amsterdam Amstel
8400113,8400057,48,Beverwijk,Amsterdam Amstel
8400128,8400057,102,Boxmeer,Amsterdam Amstel
8400129,8400057,65,Boxtel,Amsterdam Amstel
8400131,8400057,86,Breda,Amsterdam Amstel
8400133,8400057,20,Breukelen,Amsterdam Amstel
8400139,8400057,170,Buitenpost,Amsterdam Amstel
8400151,8400057,36,Castricum,Amsterdam Amstel
8400153,8400057,125,Coevorden,Amsterdam Amstel
8400167,8400057,96,Dalfsen,Amsterdam Amstel
8400170,8400057,62,Delft,Amsterdam Amstel
8400173,8400057,74,Deventer,Amsterdam Amstel
8400176,8400057,78,Dieren,Amsterdam Amstel
8400177,8400057,95,Doetinchem,Amsterdam Amstel
8400179,8400057,37,Den Dolder,Amsterdam Amstel
8400180,8400057,74,Dordrecht,Amsterdam Amstel
8400182,8400057,35,Driebergen-Zeist,Amsterdam Amstel
8400194,8400057,4,Duivendrecht,Amsterdam Amstel
8400200,8400057,44,Ede-Wageningen,Amsterdam Amstel
8400206,8400057,69,Eindhoven,Amsterdam Amstel
8400207,8400057,72,Elst,Amsterdam Amstel
8400208,8400057,141,Emmen,Amsterdam Amstel
8400212,8400057,121,Enschede,Amsterdam Amstel
8400218,8400057,101,Etten-Leur,Amsterdam Amstel
8400244,8400057,54,Geldermalsen,Amsterdam Amstel
8400245,8400057,79,Geldrop,Amsterdam Amstel
8400256,8400057,87,Gorinchem,Amsterdam Amstel
8400258,8400057,42,Gouda,Amsterdam Amstel
8400263,8400057,138,Groningen,Amsterdam Amstel
8400280,8400057,53,Den Haag HS,Amsterdam Amstel
8400282,8400057,54,Den Haag Centraal,Amsterdam Amstel
8400285,8400057,28,Haarlem,Amsterdam Amstel
8400293,8400057,117,Hardenberg,Amsterdam Amstel
8400294,8400057,76,Harderwijk,Amsterdam Amstel
8400302,8400057,35,Heemstede-Aerdenhout,Amsterdam Amstel
8400305,8400057,124,Heerenveen,Amsterdam Amstel
8400306,8400057,57,Heerhugowaard,Amsterdam Amstel
8400307,8400057,137,Heerlen,Amsterdam Amstel
8400311,8400057,87,Den Helder,Amsterdam Amstel
8400313,8400057,86,Helmond,Amsterdam Amstel
8400316,8400057,113,Hengelo,Amsterdam Amstel
8400319,8400057,48,'s-Hertogenbosch,Amsterdam Amstel
8400322,8400057,34,Hilversum,Amsterdam Amstel
8400331,8400057,166,Hoogezand-Sappemeer,Amsterdam Amstel
8400337,8400057,42,Hoorn,Amsterdam Amstel
8400340,8400057,38,Houten,Amsterdam Amstel
8400355,8400057,159,Kerkrade Centrum,Amsterdam Amstel
8400364,8400057,29,Zaandijk Zaanse Schans,Amsterdam Amstel
8400380,8400057,50,Den Haag Laan v NOI,Amsterdam Amstel
8400382,8400057,105,Lage Zwaluwe,Amsterdam Amstel
8400387,8400057,140,Leeuwarden,Amsterdam Amstel
8400390,8400057,40,Leiden Centraal,Amsterdam Amstel
8400394,8400057,47,Lelystad Centrum,Amsterdam Amstel
8400417,8400057,45,Maarn,Amsterdam Amstel
8400424,8400057,136,Maastricht,Amsterdam Amstel
8400426,8400057,151,Maastricht Randwyck,Amsterdam Amstel
8400428,8400057,110,Mariënberg,Amsterdam Amstel
8400434,8400057,151,Meerssen,Amsterdam Amstel
8400435,8400057,100,Meppel,Amsterdam Amstel
8400452,8400057,34,Naarden-Bussum,Amsterdam Amstel
8400454,8400057,133,Nieuw Amsterdam,Amsterdam Amstel
8400457,8400057,198,Bad Nieuweschans,Amsterdam Amstel
8400470,8400057,74,Nijmegen,Amsterdam Amstel
8400487,8400057,103,Ommen,Amsterdam Amstel
8400495,8400057,71,Oss,Amsterdam Amstel
8400507,8400057,53,Rotterdam Alexander,Amsterdam Amstel
8400508,8400057,45,Purmerend,Amsterdam Amstel
8400517,8400057,65,Rhenen,Amsterdam Amstel
8400523,8400057,105,Roermond,Amsterdam Amstel
8400526,8400057,110,Roosendaal,Amsterdam Amstel
8400530,8400057,55,Rotterdam Centraal,Amsterdam Amstel
8400548,8400057,149,Landgraaf,Amsterdam Amstel
8400561,8400057,23,Schiphol Airport,Amsterdam Amstel
8400564,8400057,120,Sittard,Amsterdam Amstel
8400566,8400057,170,Sneek,Amsterdam Amstel
8400567,8400057,45,Soest,Amsterdam Amstel
8400578,8400057,110,Steenwijk,Amsterdam Amstel
8400596,8400057,71,Tiel,Amsterdam Amstel
8400597,8400057,73,Tilburg,Amsterdam Amstel
8400606,8400057,30,Utrecht Vaartsche Rijn,Amsterdam Amstel
8400615,8400057,40,Uitgeest,Amsterdam Amstel
8400620,8400057,29,Utrecht Overvecht,Amsterdam Amstel
8400621,8400057,18,Utrecht Centraal,Amsterdam Amstel
8400627,8400057,57,Veenendaal Centrum,Amsterdam Amstel
8400632,8400057,155,Valkenburg,Amsterdam Amstel
8400644,8400057,114,Venlo,Amsterdam Amstel
8400646,8400057,114,Venray,Amsterdam Amstel
8400652,8400057,161,Vlissingen,Amsterdam Amstel
8400684,8400057,91,Weert,Amsterdam Amstel
8400685,8400057,22,Weesp,Amsterdam Amstel
8400691,8400057,109,Wierden,Amsterdam Amstel
8400696,8400057,184,Winschoten,Amsterdam Amstel
8400698,8400057,127,Winterswijk,Amsterdam Amstel
8400702,8400057,31,Woerden,Amsterdam Amstel
8400731,8400057,22,Zaandam,Amsterdam Amstel
8400735,8400057,76,Zevenaar,Amsterdam Amstel
8400741,8400057,62,Zoetermeer,Amsterdam Amstel
8400742,8400057,173,Zuidbroek,Amsterdam Amstel
8400744,8400057,89,Zutphen,Amsterdam Amstel
8400747,8400057,76,Zwolle,Amsterdam Amstel
8400050,8400058,34,Alkmaar,Amsterdam Centraal
8400051,8400058,109,Almelo,Amsterdam Centraal
8400053,8400058,57,Alphen a/d Rijn,Amsterdam Centraal
8400055,8400058,34,Amersfoort,Amsterdam Centraal
8400057,8400058,8,Amsterdam Amstel,Amsterdam Centraal
8400059,8400058,6,Amsterdam Sloterdijk,Amsterdam Centraal
8400061,8400058,24,Amsterdam Zuid,Amsterdam Centraal
8400066,8400058,60,Apeldoorn,Amsterdam Centraal
8400071,8400058,58,Arnhem Centraal,Amsterdam Centraal
8400073,8400058,108,Assen,Amsterdam Centraal
8400074,8400058,15,Amsterdam Bijlmer ArenA,Amsterdam Centraal
8400080,8400058,21,Almere Centrum,Amsterdam Centraal
8400086,8400058,42,Baarn,Amsterdam Centraal
8400093,8400058,124,Emmen Zuid,Amsterdam Centraal
8400095,8400058,182,Veendam,Amsterdam Centraal
8400113,8400058,31,Beverwijk,Amsterdam Centraal
8400128,8400058,110,Boxmeer,Amsterdam Centraal
8400129,8400058,73,Boxtel,Amsterdam Centraal
8400131,8400058,66,Breda,Amsterdam Centraal
8400133,8400058,29,Breukelen,Amsterdam Centraal
8400139,8400058,157,Buitenpost,Amsterdam Centraal
8400151,8400058,26,Castricum,Amsterdam Centraal
8400153,8400058,112,Coevorden,Amsterdam Centraal
8400167,8400058,83,Dalfsen,Amsterdam Centraal
8400170,8400058,56,Delft,Amsterdam Centraal
8400173,8400058,72,Deventer,Amsterdam Centraal
8400176,8400058,79,Dieren,Amsterdam Centraal
8400177,8400058,103,Doetinchem,Amsterdam Centraal
8400179,8400058,45,Den Dolder,Amsterdam Centraal
8400180,8400058,59,Dordrecht,Amsterdam Centraal
8400182,8400058,43,Driebergen-Zeist,Amsterdam Centraal
8400194,8400058,13,Duivendrecht,Amsterdam Centraal
8400200,8400058,52,Ede-Wageningen,Amsterdam Centraal
8400206,8400058,77,Eindhoven,Amsterdam Centraal
8400207,8400058,73,Elst,Amsterdam Centraal
8400208,8400058,128,Emmen,Amsterdam Centraal
8400212,8400058,129,Enschede,Amsterdam Centraal
8400218,8400058,89,Etten-Leur,Amsterdam Centraal
8400244,8400058,62,Geldermalsen,Amsterdam Centraal
8400245,8400058,87,Geldrop,Amsterdam Centraal
8400256,8400058,96,Gorinchem,Amsterdam Centraal
8400258,8400058,50,Gouda,Amsterdam Centraal
8400263,8400058,125,Groningen,Amsterdam Centraal
8400280,8400058,47,Den Haag HS,Amsterdam Centraal
8400282,8400058,48,Den Haag Centraal,Amsterdam Centraal
8400285,8400058,15,Haarlem,Amsterdam Centraal
8400293,8400058,104,Hardenberg,Amsterdam Centraal
8400294,8400058,70,Harderwijk,Amsterdam Centraal
8400302,8400058,21,Heemstede-Aerdenhout,Amsterdam Centraal
8400305,8400058,111,Heerenveen,Amsterdam Centraal
8400306,8400058,45,Heerhugowaard,Amsterdam Centraal
8400307,8400058,146,Heerlen,Amsterdam Centraal
8400311,8400058,75,Den Helder,Amsterdam Centraal
8400313,8400058,94,Helmond,Amsterdam Centraal
8400316,8400058,121,Hengelo,Amsterdam Centraal
8400319,8400058,56,'s-Hertogenbosch,Amsterdam Centraal
8400322,8400058,21,Hilversum,Amsterdam Centraal
8400331,8400058,153,Hoogezand-Sappemeer,Amsterdam Centraal
8400337,8400058,31,Hoorn,Amsterdam Centraal
8400340,8400058,46,Houten,Amsterdam Centraal
8400355,8400058,167,Kerkrade Centrum,Amsterdam Centraal
8400364,8400058,18,Zaandijk Zaanse Schans,Amsterdam Centraal
8400380,8400058,44,Den Haag Laan v NOI,Amsterdam Centraal
8400382,8400058,85,Lage Zwaluwe,Amsterdam Centraal
8400387,8400058,127,Leeuwarden,Amsterdam Centraal
8400390,8400058,34,Leiden Centraal,Amsterdam Centraal
8400394,8400058,40,Lelystad Centrum,Amsterdam Centraal
8400417,8400058,53,Maarn,Amsterdam Centraal
8400424,8400058,144,Maastricht,Amsterdam Centraal
8400426,8400058,160,Maastricht Randwyck,Amsterdam Centraal
8400428,8400058,97,Mariënberg,Amsterdam Centraal
8400434,8400058,159,Meerssen,Amsterdam Centraal
8400435,8400058,87,Meppel,Amsterdam Centraal
8400452,8400058,26,Naarden-Bussum,Amsterdam Centraal
8400454,8400058,120,Nieuw Amsterdam,Amsterdam Centraal
8400457,8400058,185,Bad Nieuweschans,Amsterdam Centraal
8400470,8400058,82,Nijmegen,Amsterdam Centraal
8400487,8400058,90,Ommen,Amsterdam Centraal
8400495,8400058,79,Oss,Amsterdam Centraal
8400507,8400058,57,Rotterdam Alexander,Amsterdam Centraal
8400508,8400058,34,Purmerend,Amsterdam Centraal
8400517,8400058,73,Rhenen,Amsterdam Centraal
8400523,8400058,113,Roermond,Amsterdam Centraal
8400526,8400058,94,Roosendaal,Amsterdam Centraal
8400530,8400058,40,Rotterdam Centraal,Amsterdam Centraal
8400548,8400058,158,Landgraaf,Amsterdam Centraal
8400561,8400058,14,Schiphol Airport,Amsterdam Centraal
8400564,8400058,128,Sittard,Amsterdam Centraal
8400566,8400058,157,Sneek,Amsterdam Centraal
8400567,8400058,53,Soest,Amsterdam Centraal
8400578,8400058,97,Steenwijk,Amsterdam Centraal
8400596,8400058,79,Tiel,Amsterdam Centraal
8400597,8400058,81,Tilburg,Amsterdam Centraal
8400606,8400058,38,Utrecht Vaartsche Rijn,Amsterdam Centraal
8400615,8400058,29,Uitgeest,Amsterdam Centraal
8400620,8400058,37,Utrecht Overvecht,Amsterdam Centraal
8400621,8400058,26,Utrecht Centraal,Amsterdam Centraal
8400627,8400058,65,Veenendaal Centrum,Amsterdam Centraal
8400632,8400058,164,Valkenburg,Amsterdam Centraal
8400644,8400058,122,Venlo,Amsterdam Centraal
8400646,8400058,122,Venray,Amsterdam Centraal
8400652,8400058,146,Vlissingen,Amsterdam Centraal
8400684,8400058,99,Weert,Amsterdam Centraal
8400685,8400058,16,Weesp,Amsterdam Centraal
8400691,8400058,106,Wierden,Amsterdam Centraal
8400696,8400058,171,Winschoten,Amsterdam Centraal
8400698,8400058,130,Winterswijk,Amsterdam Centraal
8400702,8400058,40,Woerden,Amsterdam Centraal
8400731,8400058,12,Zaandam,Amsterdam Centraal
8400735,8400058,84,Zevenaar,Amsterdam Centraal
8400741,8400058,70,Zoetermeer,Amsterdam Centraal
8400742,8400058,160,Zuidbroek,Amsterdam Centraal
8400744,8400058,84,Zutphen,Amsterdam Centraal
8400747,8400058,66,Zwolle,Amsterdam Centraal
8400050,8400059,27,Alkmaar,Amsterdam Sloterdijk
8400051,8400059,119,Almelo,Amsterdam Sloterdijk
8400053,8400059,56,Alphen a/d Rijn,Amsterdam Sloterdijk
8400055,8400059,49,Amersfoort,Amsterdam Sloterdijk
8400057,8400059,17,Amsterdam Amstel,Amsterdam Sloterdijk
8400058,8400059,5,Amsterdam Centraal,Amsterdam Sloterdijk
8400061,8400059,20,Amsterdam Zuid,Amsterdam Sloterdijk
8400066,8400059,75,Apeldoorn,Amsterdam Sloterdijk
8400071,8400059,70,Arnhem Centraal,Amsterdam Sloterdijk
8400073,8400059,120,Assen,Amsterdam Sloterdijk
8400074,8400059,23,Amsterdam Bijlmer ArenA,Amsterdam Sloterdijk
8400080,8400059,33,Almere Centrum,Amsterdam Sloterdijk
8400086,8400059,53,Baarn,Amsterdam Sloterdijk
8400093,8400059,136,Emmen Zuid,Amsterdam Sloterdijk
8400095,8400059,194,Veendam,Amsterdam Sloterdijk
8400113,8400059,25,Beverwijk,Amsterdam Sloterdijk
8400128,8400059,120,Boxmeer,Amsterdam Sloterdijk
8400129,8400059,83,Boxtel,Amsterdam Sloterdijk
8400131,8400059,67,Breda,Amsterdam Sloterdijk
8400133,8400059,37,Breukelen,Amsterdam Sloterdijk
8400139,8400059,169,Buitenpost,Amsterdam Sloterdijk
8400151,8400059,19,Castricum,Amsterdam Sloterdijk
8400153,8400059,124,Coevorden,Amsterdam Sloterdijk
